"","id","dateUploaded","datasource","title"
"9467","doi:10.18739/A27W6769H","2022-03-31T20:59:47.105Z","urn:node:ARCTIC","Babe Creek Toe Slope Tree Ring Data [Wolken, J.]"
"9468","doi:10.18739/A2TD2H","2016-04-02T10:48:03.757Z","urn:node:ARCTIC","Babe Creek Toe Slope Tree Ring Data [Wolken, J.]"
"9469","doi:10.18739/A2445HD65","2022-03-31T20:59:56.203Z","urn:node:ARCTIC","Babe Creek Valley Bottom Tree Ring Data [Wolken, J.]"
"9470","doi:10.18739/A2ZW7G","2016-04-02T11:18:43.785Z","urn:node:ARCTIC","Babe Creek Valley Bottom Tree Ring Data [Wolken, J.]"
"9471","doi:10.18739/A20C4SM21","2022-03-31T21:00:07.281Z","urn:node:ARCTIC","Carbon isotope data from modern and fossil tree rings"
"9472","doi:10.18739/A2PD3N","2016-04-02T10:19:05.393Z","urn:node:ARCTIC","Carbon isotope data from modern and fossil tree rings"
"9473","doi:10.18739/A2HH6C70Z","2022-03-23T22:48:55.845Z","urn:node:ARCTIC","Alexandrium catenella resting cyst distribution in the Alaskan Arctic (2018-2019)"
"9474","doi:10.18739/A2RF5KG8J","2021-09-16T16:42:20.131Z","urn:node:ARCTIC","Alexandrium catenella resting cyst distribution in the Alaskan Arctic (2018-2019)"
"9475","doi:10.18739/A2RR1PN8M","2022-04-05T00:22:12.470Z","urn:node:ARCTIC","Creating a multi-scalar measurement of adaptation to climate change in high latitude regions, Arctic Norway, Finland, Sweden, and northwestern Russia, 2015 - 2016"
"9476","doi:10.18739/A2R69G","2017-06-02T21:31:30.121Z","urn:node:ARCTIC","Creating a multi-scalar measurement of adaptation to climate change in high latitude regions, Arctic Norway, Finland, Sweden, and northwestern Russia, 2015 - 2016"
"9477","doi:10.18739/A2VT1GQ37","2020-05-19T20:52:46.278Z","urn:node:ARCTIC","Creating a multi-scalar measurement of adaptation to climate change in high latitude regions, Arctic Norway, Finland, Sweden, and northwestern Russia, 2015 - 2016"
"9478","doi:10.18739/A2CF9J783","2022-04-05T00:23:04.761Z","urn:node:ARCTIC","Collaborative Research. IPY: The Polaris Project: Rising Stars in the Arctic"
"9479","doi:10.18739/A2H70822D","2022-04-05T00:22:45.503Z","urn:node:ARCTIC","Baseline of Next-Generation Arctic Marine Shipping Assessments - Oldest Continuous Pan-Arctic Satellite Automatic Identification System (AIS) Data Record of Maritime Ship Traffic, 2009-2016"
"9480","doi:10.18739/A2N00ZV58","2022-04-05T00:22:27.676Z","urn:node:ARCTIC","Cumulative Effects of Arctic Oil Development - planning and designing for sustainability"
"9481","doi:10.18739/A2TD9N89Z","2021-03-30T15:55:22.611Z","urn:node:ARCTIC","Baseline of Next-Generation Arctic Marine Shipping Assessments - Oldest Continuous Pan-Arctic Satellite Automatic Identification System (AIS) Data Record of Maritime Ship Traffic, 2009-2016"
"9482","doi:10.18739/A2BV79W4V","2020-08-20T08:10:56.881Z","urn:node:ARCTIC","Baseline of Next-Generation Arctic Marine Shipping Assessments - Oldest Continuous Pan-Arctic Satellite Automatic Identification System (AIS) Data Record of Maritime Ship Traffic, 2009-2016"
"9483","doi:10.18739/A2VH5CK24","2022-04-05T00:24:13.327Z","urn:node:ARCTIC","Terrestrial Circumarctic Environmental Observatories Network (CEON)"
"9484","doi:10.18739/A2M32NB6S","2022-04-01T19:52:50.025Z","urn:node:ARCTIC","plant DNA analysis of white spruce, Alaska and adjacent Canada"
"9485","doi:10.18739/A2P843X2Z","2022-03-23T22:04:43.809Z","urn:node:ARCTIC","Raw files for broadband and spectral albedo measurements of the sea ice surface during the Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) campaign in the Central Arctic Ocean, April – September 2020"
"9486","doi:10.18739/A21C1TH1S","2022-03-31T20:57:40.533Z","urn:node:ARCTIC","Lower Keflavík:  Excavation, Geophysical Prospection and Coring Reports 2016 & 2017"
"9487","doi:10.18739/A2MG7FW5P","2020-06-29T22:32:18.091Z","urn:node:ARCTIC","Lower Keflavík:  Excavation, Geophysical Prospection and Coring Reports 2016 & 2017"
"9488","doi:10.18739/A2RV0D22F","2022-03-31T20:58:41.561Z","urn:node:ARCTIC","North Slope Alaska Ancient Megafauna Bones, Willow and Stratigraphic Data 2014-2018"
"9489","doi:10.18739/A23R0PV05","2020-09-21T19:45:12.854Z","urn:node:ARCTIC","North Slope Alaska Ancient Megafauna Bones, Willow and Stratigraphic Data 2014-2018"
"9490","doi:10.18739/A2WM13V65","2022-03-31T20:58:08.877Z","urn:node:ARCTIC","Skagafjörður Church and Settlement Survey (SCASS) coring and farmstead datasets  2015-2018."
"9491","doi:10.18739/A2930NW0H","2020-07-02T16:40:58.771Z","urn:node:ARCTIC","Skagafjörður Church and Settlement Survey (SCASS) coring and farmstead datasets  2015-2018."
"9492","doi:10.18739/A2C53F28K","2022-02-22T17:49:54.925Z","urn:node:ARCTIC","Scripps carbon dioxide (CO2) program data, Alert, Canada (1985-present) and Point Barrow, Alaska (1961-1964 and 1974-present)"
"9493","doi:10.18739/A2G27V","2018-01-24T20:19:14.722Z","urn:node:ARCTIC","Lake ice thickness observations for arctic Alaska from 1962 to 2017"
"9494","doi:10.18739/A27D2Q84F","2022-02-22T17:52:24.692Z","urn:node:ARCTIC","Atmospheric flask O2/N2 and CO2 datasets – Scripps Institution of Oceanography data from Alert, Canada (1989-present), Barrow Alaska (2010-present) and Cold Bay, Alaska (1995-present)"
"9495","doi:10.18739/A2Q814T3P","2022-03-22T22:28:22.311Z","urn:node:ARCTIC","Dynamic Vegetation Model Dynamic Organic Soil Terrestrial Ecosystem Model (DVM-DOS-TEM) simulations for a 50x50 km2 area centered on eight mile lake, Alaska  and Toolik Field Station, Alaska [1950-2100]"
"9496","doi:10.18739/A2KH0F09B","2022-04-18T18:31:59.858Z","urn:node:ARCTIC","Polar semidesert responses to long-term experimental warming and wetting, Thule, Northwest Greenland, 2018."
"9497","doi:10.18739/A2X921K6B","2022-01-25T22:19:12.298Z","urn:node:ARCTIC","O-Buoy11 Deployment"
"9498","doi:10.18739/A2251FK6S","2020-05-19T18:42:48.673Z","urn:node:ARCTIC","O-Buoy11 Deployment"
"9499","doi:10.18739/A2607P","2016-11-17T20:16:02.472Z","urn:node:ARCTIC","O-Buoy11 Deployment"
"9500","doi:10.18739/A2SJ19S3P","2022-01-25T22:21:56.826Z","urn:node:ARCTIC","O-Buoy12 Deployment"
"9501","doi:10.18739/A2XH3V","2016-11-17T20:33:23.847Z","urn:node:ARCTIC","O-Buoy12 Deployment"
"9502","doi:10.18739/A29P2W640","2020-05-19T18:41:05.214Z","urn:node:ARCTIC","O-Buoy12 Deployment"
"9503","doi:10.18739/A2NS0KZ9X","2022-01-25T22:23:52.888Z","urn:node:ARCTIC","Atmospheric measurements from O-Buoy14, Beaufort Sea, 2015-2016"
"9504","doi:10.18739/A22S2G","2018-03-21T19:25:04.236Z","urn:node:ARCTIC","Atmospheric measurements from O-Buoy14, Beaufort Sea, 2015-2016"
"9505","doi:10.18739/A21Z41T95","2022-01-25T18:51:14.834Z","urn:node:ARCTIC","O-Buoy15 Deployment"
"9506","doi:10.18739/A2JH3D374","2021-07-02T17:10:13.681Z","urn:node:ARCTIC","14C (Carbon-14) ages of Holocene lake drainage events on the North Slope of Alaska, 2019-2020"
"9507","doi:10.18739/A2599Z292","2021-07-07T18:50:02.995Z","urn:node:ARCTIC","14C (Carbon-14) ages of Holocene lake drainage events on the North Slope of Alaska, 2019-2020"
"9508","doi:10.18739/A2VH5CK1N","2022-03-24T14:33:51.900Z","urn:node:ARCTIC","14C (Carbon-14) ages of Holocene lake drainage events on the North Slope of Alaska, 2019-2020"
"9509","doi:10.18739/A2416T11W","2022-03-24T14:31:35.003Z","urn:node:ARCTIC","Broadband albedo measurements of the sea ice surface during the Multidisciplinary drifting Observatory for the Study of Arctic Climate (MOSAiC) campaign in the Central Arctic Ocean, April – September 2020"
"9510","doi:10.18739/A2GB1XJ2N","2022-03-24T14:34:51.973Z","urn:node:ARCTIC","Surface sediment samples collected from the Canadian Coast Guard Ship (CCGS) Sir Wilfrid Laurier 2019, Northern Bering Sea to Chukchi Sea"
"9511","doi:10.18739/A2HH6C68C","2021-07-16T21:47:35.547Z","urn:node:ARCTIC","Surface sediment samples collected from the Canadian Coast Guard Ship (CCGS) Sir Wilfrid Laurier 2019, Northern Bering Sea to Chukchi Sea"
"9512","doi:10.18739/A2BK16Q9R","2022-03-24T14:35:14.010Z","urn:node:ARCTIC","Sikuliaq Cruises (SKQ201612S, SKQ201712S) Conductivity Temperature Depth (CTD) Bottle Data, Northeastern Chukchi Sea"
"9513","doi:10.18739/A2T14TQ6Q","2021-06-24T16:40:44.401Z","urn:node:ARCTIC","Sikuliaq Cruises (SKQ201612S, SKQ201712S) Conductivity Temperature Depth (CTD) Bottle Data, Northeastern Chukchi Sea"
"9514","doi:10.18739/A26T0GX5M","2022-03-24T14:35:42.333Z","urn:node:ARCTIC","Beaver Pond Locations in Arctic Alaska, 1949 to 2020."
"9515","doi:10.18739/A2QR4NR6D","2021-08-23T21:50:23.276Z","urn:node:ARCTIC","Beaver Pond Locations in Arctic Alaska, 1949 to 2020."
"9516","doi:10.18739/A20863661","2022-03-24T14:33:36.636Z","urn:node:ARCTIC","Ice core data of Sodium (Na), Chlorine (Cl), and Acidity from 6 Greenland ice cores 1750-2012"
"9517","doi:10.18739/A2319S405","2022-03-24T14:40:32.983Z","urn:node:ARCTIC","Hydrographic Canadian Coast Guard Ship Louis S. St-Laurent Cruise Conductivity-Temperature-Density (CTD) and Geochemistry Data 2020"
"9518","doi:10.18739/A2NG4GS9V","2021-06-09T17:22:54.351Z","urn:node:ARCTIC","Hydrographic Canadian Coast Guard Ship Louis S. St-Laurent Cruise Conductivity-Temperature-Density (CTD) and Geochemistry Data 2020"
"9519","doi:10.18739/A2XS5JJ1N","2021-06-29T16:35:39.571Z","urn:node:ARCTIC","Ice core data of Sodium (Na), Chlorine (Cl), and Acidity from 6 Greenland ice cores 1750-2012"
"9520","doi:10.18739/A2K649T9V","2022-03-24T03:43:02.015Z","urn:node:ARCTIC","Characterization of plankton communities and associated physicochemical metadata from onshore/offshore transects along the Beaufort Sea Shelf during different upwelling states in August-September 2017"
"9521","doi:10.18739/A2PZ51N4S","2022-03-24T03:42:44.723Z","urn:node:ARCTIC","Physical and chemical parameters in the water column of Lake 578, southern Greenland 2016-2019"
"9522","doi:10.18739/A2K649T8C","2021-08-04T20:36:32.847Z","urn:node:ARCTIC","Physical and chemical parameters in the water column of Lake 578, southern Greenland 2016-2019"
"9523","doi:10.18739/A2NK3661Q","2021-10-01T16:12:49.754Z","urn:node:ARCTIC","Characterization of plankton communities and associated physicochemical metadata from onshore/offshore transects along the Beaufort Sea Shelf during different upwelling states in August-September 2017"
"9524","doi:10.18739/A26M33488","2021-09-02T23:12:49.593Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R20) Malchilovskaya Channel, Kolyma, Russia. 1996-2020."
"9525","doi:10.18739/A2610VT1Z","2022-03-24T03:44:06.806Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R20) Malchilovskaya Channel, Kolyma, Russia. 1996-2020."
"9526","doi:10.18739/A26W96998","2022-03-24T03:41:48.913Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R16) Segodnya Pingo, Kolyma, Russia. 1996-2020."
"9527","doi:10.18739/A2028PF1G","2021-09-02T22:49:51.598Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R16) Segodnya Pingo, Kolyma, Russia. 1996-2020."
"9528","doi:10.18739/A2QN5ZC6J","2021-09-02T22:55:26.065Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R18) Mount Rodinka, Kolyma, Russia. 1998-2020."
"9529","doi:10.18739/A2ZG6G829","2022-03-24T03:42:18.313Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R18) Mount Rodinka, Kolyma, Russia. 1998-2020."
"9530","doi:10.18739/A2DV1CP7S","2021-10-18T23:31:48.300Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R57, Labytnangy, West Siberia 2013-2020. Arctic Data Center."
"9531","doi:10.18739/A2445HD5P","2022-03-24T03:39:59.563Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R57, Labytnangy, West Siberia 2013-2020. Arctic Data Center."
"9532","doi:10.18739/A2599Z305","2021-10-18T23:35:15.612Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R56, Oktyabrskyy, West Siberia 2013-2020. Arctic Data Center."
"9533","doi:10.18739/A20G3H03S","2022-03-24T03:40:18.141Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R56, Oktyabrskyy, West Siberia 2013-2020. Arctic Data Center."
"9534","doi:10.18739/A2MW28G1J","2021-09-02T22:35:38.842Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (13A) Cape Chukochii; edoma,Kolyma, Russia. 1999-2020."
"9535","doi:10.18739/A2VQ2SB98","2022-03-24T03:40:34.520Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (13A) Cape Chukochii; edoma,Kolyma, Russia. 1999-2020."
"9536","doi:10.18739/A2TQ5RF8J","2022-03-24T03:42:31.295Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R18A) Mount Rodinka; Kolyma (10 meter (m) grid), Russia. 2003-2020."
"9537","doi:10.18739/A2KW57K2S","2021-09-02T23:06:31.974Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R18A) Mount Rodinka; Kolyma (10 meter (m) grid), Russia. 2003-2020."
"9538","doi:10.18739/A29P2W72G","2022-03-24T03:43:48.349Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R19) Lake Glukhoe, Kolyma, Russia. 1996-2020."
"9539","doi:10.18739/A2G44HR7V","2021-09-02T23:10:05.208Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R19) Lake Glukhoe, Kolyma, Russia. 1996-2020."
"9540","doi:10.18739/A2JD08","2016-04-02T09:53:11.873Z","urn:node:ARCTIC","Barrow Atqasuk ITEX Climate 1998-2008"
"9541","doi:10.18739/A2S756K35","2020-01-14T17:47:02.069Z","urn:node:ARCTIC","Climatic measures in the International Tundra Experiment (ITEX) sites at Barrow and Atqasuk, Alaska 2018"
"9542","doi:10.18739/A29882N41","2020-05-20T18:28:25.942Z","urn:node:ARCTIC","Climatic measures in the International Tundra Experiment (ITEX) sites at Barrow and Atqasuk, Alaska 2019"
"9543","doi:10.18739/A2VH5CJ92","2020-11-23T23:04:43.743Z","urn:node:ARCTIC","Climate of the International Tundra Experiment (ITEX) sites in Barrow and Atqasuk, Alaska, 1998-2014"
"9544","doi:10.18739/A25G42","2018-03-28T01:35:55.654Z","urn:node:ARCTIC","Plant community composition in the Arctic System Science Program (ARCSS) grid at Barrow and Atqasuk, Alaska, 2012-2017"
"9545","doi:10.18739/A2T727G5C","2020-05-20T18:18:21.713Z","urn:node:ARCTIC","Plant community composition in the Arctic System Science Program (ARCSS) grid at Barrow and Atqasuk, Alaska 2019"
"9546","doi:10.18739/A25D5R","2017-01-20T17:34:54.396Z","urn:node:ARCTIC","Plant community composition in the ARCSS grid at Barrow and Atqasuk, Alaska"
"9547","doi:10.18739/A2XQ15","2017-04-06T21:36:37.385Z","urn:node:ARCTIC","Plant community composition in the ARCSS grid at Barrow and Atqasuk, Alaska, 2012-2016"
"9548","doi:10.18739/A2G66V","2016-12-01T22:17:19.816Z","urn:node:ARCTIC","Plant community composition in the ARCSS grid at Barrow and Atqasuk, Alaska"
"9549","doi:10.18739/A2X05XC7X","2020-01-14T17:46:54.304Z","urn:node:ARCTIC","Plant community composition in the Arctic System Science Program (ARCSS) grid at Barrow and Atqasuk, Alaska 2018"
"9550","doi:10.18739/A2SP9M","2016-04-02T09:24:02.502Z","urn:node:ARCTIC","Barrow Atqasuk ARCSS Plant Community"
"9551","doi:10.18739/A2930NW2G","2021-02-16T19:06:53.322Z","urn:node:ARCTIC","A survey of 2015 Alaska seaplane operations with predictions of transmission risk for aquatic invasive plants."
"9552","doi:10.18739/A2B27PS25","2021-02-05T22:39:25.943Z","urn:node:ARCTIC","Beaufort Gyre Observing System (BGOS) Underway Partial pressure of carbon dioxide (pCO2) data and air-sea CO2 fluxes, Arctic Ocean, 2011-2019"
"9553","doi:10.18739/A25H7BV1C","2020-06-25T19:01:50.695Z","urn:node:ARCTIC","A survey of 2015 Alaska seaplane operations with predictions of transmission risk for aquatic invasive plants."
"9554","doi:10.18739/A2B657","2016-04-02T11:35:33.225Z","urn:node:ARCTIC","Qalluuraq Lake, Alaska 12,000 Year Multiproxy Methane Sediment Data"
"9555","doi:10.18739/A25Q4RN3J","2022-04-08T23:46:25.338Z","urn:node:ARCTIC","Qalluuraq Lake, Alaska 12,000 Year Multiproxy Methane Sediment Data"
"9556","doi:10.5065/D6319T10","2016-04-02T11:20:19.352Z","urn:node:ARCTIC","Barrow Area Remote Sensing - Brw Be Treatment Areas"
"9557","doi:10.18739/A2PK0733X","2022-04-11T16:40:31.364Z","urn:node:ARCTIC","Barrow Area Remote Sensing - Brw Be Treatment Areas"
"9558","doi:10.5065/D6BP00ZG","2016-04-02T11:26:51.065Z","urn:node:ARCTIC","Barrow Area Remote Sensing - Brw Be Drainage"
"9559","doi:10.18739/A2TB0XW78","2022-04-11T16:40:17.209Z","urn:node:ARCTIC","Barrow Area Remote Sensing - Brw Be Drainage"
"9560","doi:10.5065/D69G5JZM","2016-04-02T11:11:52.898Z","urn:node:ARCTIC","Barrow Area Remote Sensing - Tramlines"
"9561","doi:10.18739/A2QJ7803M","2022-04-11T16:38:41.230Z","urn:node:ARCTIC","Barrow Area Remote Sensing - Tramlines"
"9562","doi:10.5065/D6TD9VC6","2016-04-02T12:10:03.426Z","urn:node:ARCTIC","Exploratory Drilling Sites in the Chukchi and Beaufort Seas Offshore Alaska"
"9563","doi:10.18739/A2KS6J58C","2022-04-11T16:38:51.711Z","urn:node:ARCTIC","Exploratory Drilling Sites in the Chukchi and Beaufort Seas Offshore Alaska"
"9564","doi:10.18739/A2BC3SZ46","2022-04-11T16:39:14.855Z","urn:node:ARCTIC","Shapefiles for BSSN Website Map"
"9565","doi:10.18739/A2VC8R","2016-04-02T08:01:09.122Z","urn:node:ARCTIC","Shapefiles for BSSN Website Map"
"9566","doi:10.18739/A2Z31NQ2H","2022-04-11T16:39:58.134Z","urn:node:ARCTIC","Indigenous Peoples of the Arctic boundary polygons, 2021"
"9567","doi:10.18739/A2MK6593F","2022-03-25T00:24:18.024Z","urn:node:ARCTIC","Indigenous Peoples of the Arctic boundary polygons, 2021"
"9568","doi:10.18739/A24746S61","2021-11-12T19:25:58.813Z","urn:node:ARCTIC","Indigenous Peoples of the Arctic boundary polygons, 2021"
"9569","doi:10.18739/A2RJ48W4X","2022-04-11T16:36:21.762Z","urn:node:ARCTIC","Marine Evidence for GIS Stability and History of Jakobshavn Isbrae, West Greenland, from the LGM to Holocene"
"9570","doi:10.18739/A2X34MR3V","2018-05-17T21:11:20.644Z","urn:node:ARCTIC","Marine Evidence for GIS Stability and History of Jakobshavn Isbrae, West Greenland, from the LGM to Holocene"
"9571","doi:10.18739/A2K63N","2016-04-02T09:58:08.790Z","urn:node:ARCTIC","Marine Evidence for GIS Stability and History of Jakobshavn Isbrae, West Greenland, from the LGM to Holocene"
"9572","doi:10.18739/A2JS9H90Q","2022-04-11T16:40:58.308Z","urn:node:ARCTIC","Arctic Nearshore Impact Monitoring in the Development Area (ANIMIDA) 1999 - 2002 and continuation of Arctic Nearshore Impact Monitoring in the Development Area (cAnimida) 2004 - 2007 data, Beaufort Sea, Alaska"
"9573","doi:10.18739/A2C53F24N","2020-09-25T20:33:20.948Z","urn:node:ARCTIC","Arctic Nearshore Impact Monitoring in the Development Area (ANIMIDA) 1999 - 2002 and continuation of Arctic Nearshore Impact Monitoring in the Development Area (cAnimida) 2004 - 2007 data, Beaufort Sea, Alaska"
"9574","doi:10.18739/A2TB0XV0F","2018-05-31T19:39:30.154Z","urn:node:ARCTIC","Animida and cAnimida Data"
"9575","doi:10.5065/D6X9289H","2016-04-02T12:05:36.724Z","urn:node:ARCTIC","Animida and cAnimida Data [Batelle]"
"9576","doi:10.18739/A2GT5FG86","2021-10-11T17:12:43.712Z","urn:node:ARCTIC","Root carbon pools across a post-fire tree density gradient in far northeastern Siberia, 2015 - 2017"
"9577","doi:10.18739/A2Q52FD98","2022-03-23T23:58:17.191Z","urn:node:ARCTIC","Density and ice layer stratigraphy in 24 shallow firn cores from Southwest Greenland, 2017 - 2019"
"9578","doi:10.18739/A2VH5CK05","2021-10-19T22:48:25.951Z","urn:node:ARCTIC","Density and ice layer stratigraphy in 24 shallow firn cores from Southwest Greenland, 2017 - 2019"
"9579","doi:10.18739/A27M04171","2021-09-02T22:45:23.006Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R15A) Konkovaya River, Kolyma, Russia. 1996-2020."
"9580","doi:10.18739/A2H41JN73","2021-09-02T22:39:08.332Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (13B) Cape Chukochi, alas, Kolyma, Russia. 2000-2020."
"9581","doi:10.18739/A2QZ22J5H","2022-03-24T03:40:49.733Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (13B) Cape Chukochi, alas, Kolyma, Russia. 2000-2020."
"9582","doi:10.18739/A2GF0MX6F","2022-03-24T03:41:19.748Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R15A) Konkovaya River, Kolyma, Russia. 1996-2020."
"9583","doi:10.18739/A21R6N21K","2021-10-01T15:53:36.297Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R50a Urengoy gas field, West Siberia 2008-2020"
"9584","doi:10.18739/A2CC0TV3Z","2022-03-24T14:49:03.937Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R50a Urengoy gas field, West Siberia 2008-2020"
"9585","doi:10.18739/A2PG1HP8M","2021-10-01T15:52:50.979Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R5d Vaskiny Dachi, West Siberia 2007-2020"
"9586","doi:10.18739/A27M0418H","2022-03-24T14:49:16.835Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R5d Vaskiny Dachi, West Siberia 2007-2020"
"9587","doi:10.18739/A2S756M3M","2021-10-01T15:53:57.187Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R55b Bely island, West Siberia 2009-2020"
"9588","doi:10.18739/A2125QB26","2022-03-24T14:47:58.791Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R55b Bely island, West Siberia 2009-2020"
"9589","doi:10.18739/A29Z90C99","2021-07-26T21:13:47.956Z","urn:node:ARCTIC","Drained lake basins in the area of the 2007 Anaktuvuk River Tundra Fire, North Slope, Alaska"
"9590","doi:10.18739/A2CJ87M8Z","2022-03-24T03:47:24.917Z","urn:node:ARCTIC","Drained lake basins in the area of the 2007 Anaktuvuk River Tundra Fire, North Slope, Alaska"
"9591","doi:10.18739/A2KH0F07C","2021-07-26T21:01:21.104Z","urn:node:ARCTIC","Drained lake basins on the younger outer coastal plain north of Teshekpuk Lake, North Slope, Alaska, 2010-2014"
"9592","doi:10.18739/A2Z60C338","2021-09-02T23:15:41.082Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R21), Lake Akhmelo, Russia. 1996-2020."
"9593","doi:10.18739/A2280508G","2022-03-24T03:44:22.732Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R21), Lake Akhmelo, Russia. 1996-2020."
"9594","doi:10.18739/A2N00ZV4S","2022-03-24T03:46:54.954Z","urn:node:ARCTIC","Drained lake basins on the younger outer coastal plain north of Teshekpuk Lake, North Slope, Alaska, 2010-2014"
"9595","doi:10.18739/A25717P7R","2021-11-03T23:30:39.593Z","urn:node:ARCTIC","Fox Den Lake bed water temperature, Northwest Seward Peninsula, Alaska, 2009-2013"
"9596","doi:10.18739/A2W37KX02","2022-03-25T00:23:27.386Z","urn:node:ARCTIC","Fox Den Lake bed water temperature, Northwest Seward Peninsula, Alaska, 2009-2013"
"9597","doi:10.18739/A2N87311N","2021-09-22T16:34:53.664Z","urn:node:ARCTIC","Fire perimeters for eastern Siberia taiga and tundra from 2001-2020"
"9598","doi:10.18739/A2VD6P596","2021-09-02T22:52:44.489Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R17) Akhmelo channel, Kolyma, Russia. 1996-2020."
"9599","doi:10.18739/A23775W6S","2022-03-24T03:42:04.211Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R17) Akhmelo channel, Kolyma, Russia. 1996-2020."
"9600","doi:10.18739/A23T9D73B","2021-09-02T22:47:45.552Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R15B) Konkovaya River, Kolyma, Russia. 1999-2020."
"9601","doi:10.18739/A2BN9X425","2022-03-24T03:41:34.152Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, (R15B) Konkovaya River, Kolyma, Russia. 1999-2020."
"9602","doi:10.18739/A2ZK55N5M","2022-03-23T22:54:43.840Z","urn:node:ARCTIC","The climate envelope of Alaska’s northern treelines: implications for controlling factors and future treeline advance. Primary data and analyses 2019 - 2021"
"9603","doi:10.18739/A2KP7TS5N","2022-02-26T00:02:41.348Z","urn:node:ARCTIC","Sermilik, Greenland 3D iceberg data, summer 2017-2019"
"9604","doi:10.5065/D6PR7T43","2016-04-02T11:47:36.172Z","urn:node:ARCTIC","North Pole Environmental Observatory (NPEO) Seawater Chemistry, 2000-2005"
"9605","doi:10.18739/A2S46H709","2021-10-18T23:40:31.457Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R43 Neleger, Interior Siberia 2008-2020"
"9606","doi:10.18739/A2WP9T78G","2022-03-24T00:09:27.342Z","urn:node:ARCTIC","Seasonal soil active layer measurements from a Circumpolar Active Layer monitoring (CALM) grid, R43 Neleger, Interior Siberia 2008-2020"
"9607","doi:10.18739/A2057CT4S","2022-01-13T00:19:46.744Z","urn:node:ARCTIC","Collaborative Research: Climate controls on carbon accumulation in upland permafrost at millennial scales"
"9608","doi:10.18739/A2H70820F","2022-01-13T20:00:49.984Z","urn:node:ARCTIC","Alaskan Beaufort Shelf Evolution Model Setup and Output Data Files"
